run_tag,seed,env_id,episode_idx,traj_type,rmse_pos,rmse_vel,terminated,steps,thrust5_mean_N,thrust5_impulse_frac,power_mean,total_reward
A_active,0,1,65,null,0.05219997799765411,0.15659993399296232,0,500.0,0.011198356039386115,0.0005635802530631134,10007904578.106676,647.8000220023459
A_active,0,2,66,langevin,0.054161148802157805,0.16248344640647341,0,500.0,0.020139971321245845,0.0006611803548648203,10179747957.771633,645.8388511978422
A_active,0,3,67,null,0.035319642898312936,0.10595892869493881,0,500.0,0.016870467381791786,0.0006999848351367667,9508487281.95884,664.680357101687
A_active,0,4,68,langevin,0.14338318274655085,0.43014954823965257,0,500.0,0.016506746347691156,0.0005936831613941109,10172225502.180742,556.6168172534492
A_active,0,5,69,null,0.04494418651246662,0.13483255953739987,0,500.0,0.011102856906482045,0.0007293594046759279,10171075566.79984,655.0558134875333
A_active,0,6,70,langevin,0.07238341129874032,0.21715023389622096,0,500.0,0.018591998208539875,0.0007152651263926059,9818243950.01711,627.6165887012597
A_active,0,7,71,null,0.050204610974535144,0.15061383292360542,0,500.0,0.020996492552222492,0.0005991734050890749,9721579625.23763,649.7953890254648
A_active,0,0,72,langevin,0.07687022015303743,0.2306106604591123,0,500.0,0.015622888708699158,0.0007668076892346831,10028817073.699986,623.1297798469626
A_active,0,1,73,null,0.05398526651641801,0.16195579954925404,0,500.0,0.02067310967672229,0.0006929567783751698,9843400216.553925,646.014733483582
A_active,0,2,74,langevin,0.09474328529970205,0.28422985589910615,0,500.0,0.028923491371535125,0.0006356979111149124,9881445094.45717,605.256714700298
A_active,0,3,75,null,0.04364613304416527,0.13093839913249583,0,500.0,0.01759359858199438,0.0005965187368013127,10027638728.793633,656.3538669558347
A_active,0,4,76,langevin,0.07556398610725734,0.22669195832177202,0,500.0,0.027194367969213293,0.000666686830962179,10064782395.526285,624.4360138927427
A_active,0,5,77,null,0.05585457731625697,0.1675637319487709,0,500.0,0.018496220737477285,0.0008103403206755605,9873461157.495977,644.145422683743
A_active,0,6,78,langevin,0.06521578273053666,0.19564734819160998,0,500.0,0.01816866490574874,0.0006551949274699529,9719736359.98019,634.7842172694634
A_active,0,7,79,null,0.044996294142841835,0.1349888824285255,0,500.0,0.011662567047802894,0.0008058805067212166,9983800609.718462,655.0037058571581
A_active,0,0,80,langevin,0.06854318227433967,0.205629546823019,0,500.0,0.015458309408582137,0.000628223619245847,9955384106.313915,631.4568177256604
A_active,0,1,81,null,0.03389271614653418,0.10167814843960253,0,500.0,0.015401024530885828,0.000647949166160513,9895843250.440872,666.1072838534658
A_active,0,2,82,langevin,0.10016659884182558,0.30049979652547676,0,500.0,0.025689351871227624,0.0006682687870266556,10094719914.410906,599.8334011581744
A_active,0,3,83,null,0.030695264658382824,0.09208579397514847,0,500.0,0.023187088547163073,0.0006636083197153402,10096933663.190166,669.3047353416172
A_active,0,4,84,langevin,0.11338945940013234,0.340168378200397,0,500.0,0.00859571121827818,0.0006927614845720095,9780176187.366426,586.6105405998677
A_active,0,5,85,null,0.051896500373708514,0.15568950112112553,0,500.0,0.013433432812857669,0.0006171267099662673,10040546751.152075,648.1034996262915
A_active,0,6,86,langevin,0.0936525244969666,0.2809575734908998,0,500.0,0.020373970446682863,0.0005873835727678856,9889293556.456919,606.3474755030334
A_active,0,7,87,null,0.055111868572002315,0.16533560571600694,0,500.0,0.01997250192156731,0.0004982852269825609,10168732541.653938,644.8881314279977
A_active,0,0,88,langevin,0.08970730636252863,0.26912191908758587,0,500.0,0.024367077726259734,0.0006330039200289984,10165631303.685322,610.2926936374714
A_active,0,1,89,null,0.03371062264824072,0.10113186794472216,0,500.0,0.022849999054327295,0.0006176286357038609,10134870340.98403,666.2893773517593
A_active,0,2,90,langevin,0.10149521909658696,0.30448565728976085,0,500.0,0.016320049239957352,0.0006615437187167922,10007790925.2912,598.504780903413
A_active,0,3,91,null,0.05846864976450604,0.1754059492935181,0,500.0,0.02355279045684891,0.0005447389122656208,10091521652.141712,641.531350235494
A_active,0,4,92,langevin,0.09628412095584192,0.28885236286752575,0,500.0,0.030619029479638717,0.0004987517569912474,9892729540.013203,603.7158790441581
A_active,0,5,93,null,0.06004941983721983,0.18014825951165947,0,500.0,0.013224648506966537,0.000546720608274194,10103416439.07606,639.9505801627802
A_active,0,6,94,langevin,0.10175050998583482,0.3052515299575045,0,500.0,0.016656597563122228,0.0007206793838958728,10023391053.88599,598.2494900141652
A_active,0,7,95,null,0.06208857614246522,0.18626572842739567,0,500.0,0.019992407801456315,0.0007656913978634733,9819376428.137146,637.9114238575348
A_active,0,0,96,langevin,0.07768475977901872,0.23305427933705614,0,500.0,0.019516477731190907,0.0007805774614151891,10115922607.90409,622.3152402209813
A_active,0,1,97,null,0.03711305232402988,0.11133915697208964,0,500.0,0.023409838818399677,0.0007437297943094281,9977670855.53611,662.8869476759701
A_active,0,2,98,langevin,0.07622909046762297,0.2286872714028689,0,500.0,0.01903098377288722,0.0004971674260677782,10037748601.624924,623.770909532377
A_active,0,3,99,null,0.04796269398975923,0.1438880819692777,0,500.0,0.01567235738120505,0.0007409112916541734,9725406612.835276,652.0373060102407
A_active,0,4,100,langevin,0.0703460803404,0.2110382410212,0,500.0,0.01762390465504224,0.0008654176498655587,9680163187.348423,629.6539196596
A_active,0,5,101,null,0.05157126957552803,0.15471380872658408,0,500.0,0.024710616387944816,0.0007044392230706534,10236361588.870678,648.428730424472
A_active,0,6,102,langevin,0.0613275830257307,0.1839827490771921,0,500.0,0.008598706988439056,0.000743348455563693,9760834367.065783,638.6724169742693
A_active,0,7,103,null,0.04179193812625386,0.12537581437876158,0,500.0,0.014105770012876113,0.0007719008523616197,10173030046.973484,658.2080618737461
A_active,0,0,104,langevin,0.06698106353011926,0.20094319059035778,0,500.0,0.0245174592230483,0.0006787943925986383,9972122233.88805,633.0189364698807
A_active,0,1,105,null,0.04601392005072517,0.1380417601521755,0,500.0,0.01898625320075022,0.0007281671930477635,10062069514.088617,653.9860799492749
A_active,0,2,106,langevin,0.07439299383958271,0.22317898151874815,0,500.0,0.02503127872907779,0.000605519105190284,10057386728.613491,625.6070061604173
A_active,0,3,107,null,0.05002604585203461,0.15007813755610383,0,500.0,0.02739403529918265,0.0006161225303317698,10348616489.262081,649.9739541479654
A_active,0,4,108,langevin,0.08490563580070765,0.25471690740212294,0,500.0,0.019030115446737134,0.0005994193915728056,10117258683.810907,615.0943641992924
A_active,0,5,109,null,0.045920624457125345,0.13776187337137602,0,500.0,0.014481953670361071,0.000553877949040803,9888896158.439894,654.0793755428747
A_active,0,6,110,langevin,0.0678622166908358,0.20358665007250737,0,500.0,0.02545151195863605,0.0008042204964636845,10173711924.773502,632.1377833091642
A_active,0,7,111,null,0.04931889455860084,0.14795668367580253,0,500.0,0.017858808960776962,0.0006721149877586912,10176941401.20571,650.6811054413992
A_active,0,0,112,langevin,0.1240017814427254,0.3720053443281762,0,500.0,0.024564496026508967,0.0006386254522371943,10007605015.154177,575.9982185572746
A_active,0,1,113,null,0.04007434285558899,0.12022302856676696,0,500.0,0.01608800712025292,0.0006482424664448702,10039122938.441023,659.925657144411
A_active,0,2,114,langevin,0.11810036850181044,0.3543011055054313,0,500.0,0.020260162349766967,0.0008024024741630102,10353497816.224947,581.8996314981896
A_active,0,3,115,null,0.04624922334111591,0.13874767002334773,0,500.0,0.028038994438081194,0.0007381602071235549,9916492941.008078,653.7507766588841
A_active,0,4,116,langevin,0.08668593726523671,0.26005781179571014,0,500.0,0.020114389090224654,0.0006434327636721715,9960243753.401012,613.3140627347633
A_active,0,5,117,null,0.046968639106462026,0.14090591731938606,0,500.0,0.022170905702411085,0.0005781784791507937,9998122467.600761,653.031360893538
A_active,0,6,118,langevin,0.050935236329359035,0.1528057089880771,0,500.0,0.02130397749640104,0.0007290266142448051,10032790967.67196,649.064763670641
A_active,0,7,119,null,0.04852672143936532,0.14558016431809595,0,500.0,0.02294971551779833,0.0006001565822449667,9952190228.135082,651.4732785606346
A_active,0,0,120,langevin,0.09160077764457485,0.2748023329337245,0,500.0,0.025009428673645716,0.0007061588068011919,10510571884.471039,608.3992223554252
A_active,0,1,121,null,0.04437737047422556,0.13313211142267667,0,500.0,0.02499830214677423,0.000793339434491675,9973246030.731644,655.6226295257744
A_active,0,2,122,langevin,0.0649720791242043,0.1949162373726129,0,500.0,0.014086985362364041,0.0006828943666495837,10222058390.907766,635.0279208757956
A_active,0,3,123,null,0.04837068915566874,0.14511206746700622,0,500.0,0.02086428037684877,0.000628745278365396,10112205946.558714,651.6293108443313
A_active,0,4,124,langevin,0.0386657157393847,0.1159971472181541,0,500.0,0.021161866256873586,0.0006694792976219627,9725931950.687653,661.3342842606153
A_active,0,5,125,null,0.06931391393384162,0.20794174180152486,0,500.0,0.013062933842227065,0.0005589146169819006,9759827378.489435,630.6860860661584
A_active,0,6,126,langevin,0.1035896928034329,0.3107690784102987,0,500.0,0.015559575694204048,0.0007335323079630879,10117502030.50425,596.4103071965671
A_active,0,7,127,null,0.04823871128978869,0.14471613386936608,0,500.0,0.013462105466715448,0.0006054560288678846,10334622994.006815,651.7612887102113
A_active,0,0,128,langevin,0.05556724878060678,0.16670174634182033,0,500.0,0.01584172519815781,0.0006504420143886287,10161798014.407475,644.4327512193933
A_active,0,1,129,null,0.0481503678649127,0.14445110359473812,0,500.0,0.02371022079647669,0.0005599372433694672,10188955318.783203,651.8496321350873
A_active,0,2,130,langevin,0.0927629130998356,0.2782887392995068,0,500.0,0.012027177224381833,0.0008206582874573938,10458479572.035051,607.2370869001644
A_active,0,3,131,null,0.036927985839645384,0.11078395751893616,0,500.0,0.020278264083083516,0.0008064089249774211,9703751954.11456,663.0720141603546
A_active,0,4,132,langevin,0.04158513038686415,0.12475539116059245,0,500.0,0.013515279389000389,0.0006099599880310599,9884311557.603022,658.4148696131358
A_active,0,5,133,null,0.052063155680527703,0.1561894670415831,0,500.0,0.021342681859815298,0.0005420589401997603,10113475994.01777,647.9368443194724
A_active,0,6,134,langevin,0.11886396360188324,0.35659189080564974,0,500.0,0.025985271395351416,0.0007657774114350209,10004035585.704273,581.1360363981167
A_active,0,7,135,null,0.05620228210934921,0.16860684632804762,0,500.0,0.015169335900152119,0.0007417681303669718,9982550316.103771,643.7977178906508
A_active,0,0,136,langevin,0.10400045072584815,0.31200135217754443,0,500.0,0.022330052756289333,0.0005576786880954314,10025598590.694702,595.9995492741518
A_active,0,1,137,null,0.05878277293618879,0.17634831880856638,0,500.0,0.014353830574666004,0.0006107526788482001,9846265398.322453,641.2172270638112
A_active,0,2,138,langevin,0.051469417959343934,0.1544082538780318,0,500.0,0.024806341376348483,0.0007977663969652693,10160008641.411406,648.5305820406561
A_active,0,3,139,null,0.04805061023806918,0.14415183071420756,0,500.0,0.019739843078427712,0.0006906046967191322,9853688816.581783,651.9493897619308
A_active,0,4,140,langevin,0.09925924877729259,0.29777774633187776,0,500.0,0.025227461620191925,0.0007599210200670574,9893810356.456242,600.7407512227074
A_active,0,5,141,null,0.046244784529673975,0.13873435358902192,0,500.0,0.019171095905103228,0.0008455241454634003,10035939240.384512,653.755215470326
A_active,0,6,142,langevin,0.04374091888965122,0.13122275666895367,0,500.0,0.021992528254155368,0.0008548932915737653,10137035143.244513,656.2590811103488
A_active,0,7,143,null,0.05505661357876747,0.16516984073630242,0,500.0,0.020180306334244516,0.00046952771804814836,9637948449.189413,644.9433864212325
A_active,0,0,144,langevin,0.05646338127354146,0.1693901438206244,0,500.0,0.019365839814801365,0.000697666516315798,10137882830.427904,643.5366187264585
A_active,0,1,145,null,0.04163729829784719,0.12491189489354157,0,500.0,0.024784646292055443,0.0006386917908287044,9859102096.930592,658.3627017021528
A_active,0,2,146,langevin,0.09841517107715715,0.29524551323147147,0,500.0,0.015427775084479135,0.00039375817358455674,9788008648.21042,601.5848289228428
A_active,0,3,147,null,0.04641809176879102,0.13925427530637305,0,500.0,0.00459911120475171,0.000630952862048809,9933581928.247398,653.581908231209
A_active,0,4,148,langevin,0.052853217388873566,0.1585596521666207,0,500.0,0.012587482677010962,0.0006204204718567391,9890579966.073038,647.1467826111265
A_active,0,5,149,null,0.05924144037156716,0.1777243211147015,0,500.0,0.021874315225663996,0.0005085811221161087,9829069706.032652,640.7585596284329
A_active,0,6,150,langevin,0.0954851673106998,0.2864555019320994,0,500.0,0.029479883844789518,0.0007053166160410891,10062142508.931896,604.5148326893002
A_active,0,7,151,null,0.06585061387415123,0.19755184162245368,0,500.0,0.01988664277990492,0.0006357565708331933,9717350243.541666,634.1493861258488
A_active,0,0,152,langevin,0.07112201512370503,0.2133660453711151,0,500.0,0.030893563712990766,0.000524492527417795,10002238341.36265,628.8779848762949
A_active,0,1,153,null,0.02989073506078367,0.08967220518235101,0,500.0,0.02064237874025879,0.0007554313870118788,9951270136.037363,670.1092649392164
A_active,0,2,154,langevin,0.0959892821742491,0.2879678465227473,0,500.0,0.023604219127544193,0.0007113691482773581,10343249599.88319,604.0107178257509
A_active,0,3,155,null,0.05394954986223775,0.16184864958671324,0,500.0,0.01847520216932842,0.0005985843118174552,9830938730.49913,646.0504501377623
A_active,0,4,156,langevin,0.0908996855209594,0.2726990565628782,0,500.0,0.01838139092874916,0.0009395833705670962,10368489521.12363,609.1003144790407
A_active,0,5,157,null,0.043022572773689594,0.12906771832106878,0,500.0,0.01835434372918505,0.0008356843219983089,9623328043.739002,656.9774272263104
A_active,0,6,158,langevin,0.07235131558215699,0.21705394674647097,0,500.0,0.02475378475497686,0.0005754569095747703,9904634005.381304,627.648684417843
A_active,0,7,159,null,0.04151978394121758,0.12455935182365274,0,500.0,0.02330404248253282,0.0006804193551489795,10080417482.057627,658.4802160587824
A_active,0,0,160,langevin,0.09328801127192594,0.27986403381577785,0,500.0,0.020149691140885665,0.0007777232864915338,9854208225.778873,606.7119887280741
A_active,0,1,161,null,0.02958500031636613,0.0887550009490984,0,500.0,0.011115640975937778,0.0005045656887704208,9889896854.090485,670.4149996836338
A_active,0,2,162,langevin,0.10198327463338555,0.3059498239001567,0,500.0,0.020870833786859885,0.0006068120057131304,9786028881.396868,598.0167253666144
A_active,0,3,163,null,0.03956459460362272,0.11869378381086818,0,500.0,0.017981668073017813,0.0006101567275767484,9713491135.851452,660.4354053963773
A_active,0,4,164,langevin,0.07186618034581377,0.2155985410374413,0,500.0,0.02508568066689539,0.0004492057725071194,9951878265.511126,628.1338196541863
A_active,0,5,165,null,0.022047504865101365,0.0661425145953041,0,500.0,0.020915238052889508,0.0005919177275758361,9582862466.381466,677.9524951348986
A_active,0,6,166,langevin,0.08339638056692764,0.2501891417007829,0,500.0,0.029087026767761953,0.000677555820001883,10232358296.75647,616.6036194330724
A_active,0,7,167,null,0.044595788344401144,0.13378736503320343,0,500.0,0.009212045859189522,0.0007157150157290676,9916344138.637558,655.4042116555988
A_active,0,0,168,langevin,0.05214063821480157,0.1564219146444047,0,500.0,0.02392418336961559,0.0006953524232120493,9894918071.856365,647.8593617851984
A_active,0,1,169,null,0.0549311004476822,0.1647933013430466,0,500.0,0.015639640161034838,0.0007310099005406763,9811907906.15134,645.0688995523178
A_active,0,2,170,langevin,0.09206143200238073,0.2761842960071422,0,500.0,0.014496260277253394,0.0008155854869687778,10050861500.003181,607.9385679976193
A_active,0,3,171,null,0.061143963044183375,0.18343188913255012,0,500.0,0.01588777011240075,0.0006190564293699139,10167932959.702961,638.8560369558166
A_active,0,4,172,langevin,0.02650799380207266,0.07952398140621797,0,500.0,0.014666045726763735,0.0007699843618948341,10093021864.778875,673.4920061979274
A_active,0,5,173,null,0.056148799534855034,0.16844639860456512,0,500.0,0.01845119556457638,0.0007230666048269787,9853831145.956635,643.851200465145
A_active,0,6,174,langevin,0.05394312941581121,0.16182938824743365,0,500.0,0.011526025131416899,0.0006114957095636242,9890211715.5151,646.0568705841888
A_active,0,7,175,null,0.03845918539469532,0.11537755618408596,0,500.0,0.002255975145010313,0.0004668063066630125,9893473502.161308,661.5408146053047
A_active,0,0,176,langevin,0.08712266932021018,0.26136800796063053,0,500.0,0.017106036874764773,0.0005789769466315963,9538305333.369673,612.8773306797898
A_active,0,1,177,null,0.06761882619699437,0.2028564785909831,0,500.0,0.014494443602665365,0.000835006330436576,10312137183.39871,632.3811738030056
A_active,0,2,178,langevin,0.08686091808627781,0.2605827542588334,0,500.0,0.01713695297468661,0.000679888219784893,9769391605.19213,613.1390819137222
A_active,0,3,179,null,0.04825036816193705,0.14475110448581113,0,500.0,0.020014760739247947,0.0007198634934614928,10190087369.728756,651.7496318380629
A_active,0,4,180,langevin,0.11603910651651606,0.34811731954954817,0,500.0,0.01805842082741673,0.000771005508442595,9841666083.87422,583.9608934834839
A_active,0,5,181,null,0.03554212234552527,0.10662636703657581,0,500.0,0.01690971782340312,0.0005684701010877006,10196052863.666931,664.4578776544747
A_active,0,6,182,langevin,0.09984715953749365,0.2995414786124809,0,500.0,0.026361558735196952,0.0006641366337402547,10054876319.217455,600.1528404625063
A_active,0,7,183,null,0.0390196397836584,0.11705891935097519,0,500.0,0.014245193760751253,0.0007113684817198223,10053674622.263308,660.9803602163416
A_active,0,0,184,langevin,0.059242071467104696,0.1777262144013141,0,500.0,0.022926662333233035,0.0004924939324066938,9964200303.175093,640.7579285328953
A_active,0,1,185,null,0.03844888455998845,0.11534665367996534,0,500.0,0.017353618918886028,0.0005583208911441466,10190498818.29238,661.5511154400116
A_active,0,2,186,langevin,0.0927013010092416,0.2781039030277248,0,500.0,0.025917101334055875,0.0006797164015311844,9740389269.160826,607.2986989907585
A_active,0,3,187,null,0.041213320070866186,0.12363996021259856,0,500.0,0.014042410973132274,0.0007113461831646597,10239741185.80965,658.7866799291338
A_active,0,4,188,langevin,0.08770414459985096,0.26311243379955285,0,500.0,0.016937395430701753,0.0006283339544183246,10038090000.533329,612.2958554001491
A_active,0,5,189,null,0.02931840543920386,0.08795521631761158,0,500.0,0.020673010716297777,0.0006850164544191038,9887951424.869562,670.6815945607962
A_active,0,6,190,langevin,0.07270163142735157,0.2181048942820547,0,500.0,0.020769223215424838,0.0005828377819410478,9831907441.200674,627.2983685726484
A_active,0,7,191,null,0.053742016276747004,0.161226048830241,0,500.0,0.021016853597691076,0.000832533026748185,9798404400.214302,646.257983723253
A_active,0,0,192,langevin,0.04536301979514899,0.13608905938544696,0,500.0,0.024593894420839396,0.0007600811085457954,9847563334.786354,654.636980204851
